0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,24,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,270,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,584,478,379,526,564,375,274,252,323,37,115,1,733,733,0,733,28,90,733,60,733,733,180,454,733,349,733,193,733,278,733,733,343,733,244,733,350,733,411,733,574,616,733,733,419,733,679,705,733,733,733,733,130
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,6,56,28,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,361,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,530,401,290,479,510,283,188,164,231,10,61,733,733,733,733,733,0,45,733,25,733,733,102,372,733,257,733,114,733,189,733,733,249,733,157,733,263,733,315,733,519,557,733,733,324,733,664,682,733,733,733,733,72
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,9,733,733,733,733,733,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,15
733,733,733,733,733,733,733,733,733,733,733,733,733,575,465,365,516,556,360,259,238,307,34,733,59,150,90,733,45,733,733,0,50,733,733,168,439,733,336,733,181,733,266,733,733,327,733,230,733,341,733,392,733,566,607,733,733,404,733,677,703,733,492,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,487,310,202,406,456,194,109,92,145,733,733,733,733,733,733,733,733,733,733,0,733,733,52,280,733,170,733,63,733,112,733,733,167,733,87,733,174,733,227,733,471,505,733,733,239,733,625,665,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,14,69,35,104,60,733,25,733,50,733,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,442,733,733,80
733,733,733,733,733,733,733,733,733,733,733,733,733,733,219,733,733,733,113,57,733,733,82,195,123,258,179,733,102,733,168,733,733,52,0,733,190,733,733,733,29,733,733,733,733,733,733,41,733,98,733,733,733,733,444,733,733,143,733,568,627,733,546,733,733,217
733,733,733,733,733,733,733,733,733,733,733,733,733,335,246,71,236,301,733,733,21,43,733,733,733,733,733,733,733,733,733,733,733,733,733,0,214,733,54,733,733,733,32,733,733,48,733,733,733,733,733,85,733,314,383,733,733,733,733,581,589,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,7,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,294,733,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,562,535,342,502,538,382,288,210,127,338,469,399,503,454,733,372,733,438,733,733,280,214,190,522,0,356,79,305,107,291,122,733,300,733,255,733,363,733,366,733,551,597,733,733,427,733,709,696,733,674,733,733,485
733,733,733,733,733,733,733,733,733,733,733,733,733,733,95,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,79,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,489,733,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,422,385,129,326,387,271,176,49,22,221,370,287,429,349,733,257,733,337,733,733,171,54,733,355,733,733,0,106,733,733,19,733,99,733,142,733,253,733,148,733,409,466,733,733,313,733,656,642,733,645,733,733,384
733,733,733,733,733,733,733,733,733,733,733,733,733,733,134,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,107,733,733,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,512,733,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,423,340,131,329,390,126,64,51,88,89,211,137,273,193,733,114,733,181,733,733,63,733,29,305,733,106,733,733,0,66,733,733,100,733,47,733,110,733,154,733,413,457,733,733,165,733,640,638,733,559,733,733,233
733,733,733,733,733,733,733,733,733,733,733,733,733,733,144,733,733,733,733,733,733,13,733,733,733,733,733,733,733,733,733,733,733,733,733,733,122,733,19,733,733,733,0,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,523,733,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,353,321,83,256,322,205,118,30,733,158,299,218,358,277,733,189,733,266,733,733,112,32,733,291,733,733,733,66,733,733,0,733,62,733,94,733,185,733,97,733,339,414,733,733,245,733,630,604,733,613,733,733,318
733,733,733,733,733,733,733,733,733,733,733,733,733,733,332,733,733,733,267,169,46,84,213,357,276,421,343,733,249,733,327,733,733,167,48,733,300,733,99,733,100,733,62,733,0,733,733,138,733,243,733,733,733,733,544,733,733,304,733,631,678,733,643,733,733,378
733,733,733,733,733,733,733,733,733,733,733,733,733,172,733,11,93,139,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733,733,733,17,733,156,222,733,733,733,733,733,494,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,463,286,177,376,437,733,733,78,124,128,264,183,325,244,733,157,733,230,733,733,87,733,41,255,733,141,733,47,733,94,733,733,138,0,733,733,733,733,204,733,453,497,733,733,733,733,609,661,733,590,733,733,284
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,38,8,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,33,733,733,733,733,308,733,733,55,733,733,539,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,527,395,285,472,508,733,23,160,223,228,373,295,433,350,733,263,733,341,733,733,174,733,98,363,733,253,733,110,733,185,733,733,243,33,733,0,733,733,309,733,515,561,733,733,733,733,659,683,733,647,733,733,393
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,4,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733,733,200,733,733,16,733,733,483,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,397,5,733,733,334,234,81,132,281,425,346,474,410,733,315,733,391,733,733,226,85,733,366,733,148,733,153,733,97,733,17,733,733,203,733,309,0,733,733,733,586,733,733,374,733,662,694,733,668,733,733,440
733,733,733,733,733,733,733,733,733,733,733,733,733,117,733,733,58,91,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,101,161,733,733,733,733,733,450,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,569,121,36,65,529,476,306,380,500,587,533,623,574,733,520,733,565,733,733,471,314,733,550,733,409,733,412,733,339,733,156,733,733,453,733,515,101,733,0,733,684,733,733,552,733,713,725,733,718,733,733,602
733,733,733,733,733,733,733,733,733,733,733,733,733,2,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,20,733,733,733,733,733,199,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733,733,733,135,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,687,615,184,68,105,182,275,377,445,531,621,572,653,616,733,557,733,606,733,733,505,383,444,596,733,466,733,458,733,414,733,222,543,308,497,200,561,161,585,20,684,702,0,140,598,733,720,726,733,721,733,733,635
733,733,733,733,733,733,733,733,733,733,733,733,733,563,451,347,507,542,12,39,215,289,293,434,352,482,419,733,324,733,403,733,733,239,733,143,428,733,312,733,166,733,245,733,733,304,55,733,16,733,733,374,733,553,599,733,0,733,733,672,698,733,669,733,733,448
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,140,733,733,0,733,733,436,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,715,262,652,699,712,667,626,580,525,649,685,670,700,679,733,663,733,676,733,733,624,581,567,709,294,656,489,641,512,630,523,733,632,733,609,733,660,733,662,733,713,720,733,733,671,0,731,729,733,727,733,733,691
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,120,704,470,328,388,468,524,582,629,673,710,690,717,706,733,682,733,703,733,733,666,589,628,695,733,642,733,639,733,605,733,494,678,540,661,484,683,450,694,199,725,726,135,436,697,733,729,732,0,730,733,733,711
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0,733,733,733
733,733,733,733,733,733,733,733,733,733,733,733,733,719,681,657,707,714,655,611,595,637,405,504,279,192,733,270,733,361,492,733,443,733,733,547,675,733,646,733,559,733,614,733,733,643,733,591,733,648,733,668,733,718,722,733,733,669,733,728,730,733,733,0,733,514
733,733,733,733,733,733,733,733,733,733,733,733,733,612,499,420,549,593,416,316,292,362,53,3,86,207,130,733,72,733,733,15,80,733,733,217,486,733,384,733,233,733,318,733,733,378,733,284,733,393,733,441,733,603,635,733,733,449,733,692,711,733,514,733,0,733
733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,733,0
