0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08291636994648e-06,0.00044336839757220647,0.2771204363680327,0.6517980647269156,0.48209460155500394,0.28357416487145826,0.13257403773366727,0.049819913535727886,0.021915105740181448,0.00308755507561552,0.00030721746803827175,0.0011737412507110971,0.00010194017411800661,0.0004268684751408935,0.0,0.0018517399030436859,0.0,0.0005469874174273982,0.0,0.0,0.006657218391655147,0.04639085471579988,0.021916194275650062,0.0007248340622294157,0.0,0.016274719471326863,0.0,0.01796750492172536,0.0,0.03662175622310765,0.0,0.20651408343315913,0.002460417000399133,0.09922471616383043,0.008372726339758552,0.24459422082375468,0.0017435123714106956,0.33065592167343205,0.0008684478991053677,0.9293772822430411,7.442794253042945e-06,1.6147223479915112e-06,0.9969742054758466,0.3700408964129885,0.0006468197535586921,0.0,5.0589590794754696e-08,0.4780858596084906,0.0,3.794328851923045e-08,0.0,0.0,0.00021426309047681229
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014024701784266164,0.002408111265024764,0.06661329357279004,0.006009252627098243,0.0023372575891572648,0.0410405466696334,0.1092174555520705,0.20986214021133445,0.3878443695201549,0.0690249581755945,0.013508654129883226,0.03533120305056536,0.005983522932288648,0.01715623172942872,0.0,0.04858532807542359,0.0,0.02051761059525617,0.0,0.0,0.11537748173902887,0.19931428321787348,0.24532732341581454,0.003714531353711377,0.9919500458006693,0.05444889968466947,0.5703231786183748,0.09032258393636546,0.4410352407073728,0.1069117958822726,0.39777377835258193,0.0,0.09839540414515235,0.0,0.14501114111810545,0.0,0.051383261562895056,0.0,0.05071683289930349,0.0,0.0018540959486583058,0.0006002211264274815,0.0,0.0,0.02579217265626055,0.0,0.175084265952657,1.7902903136130271e-06,0.0,1.2134418112284242e-05,0.0,0.0,0.010374847833691676
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4311301496915606,0.06661329357279004,0.0,0.6845224142038987,0.5141693492267986,0.12162266027807857,0.2648578647105161,0.6984876181910916,0.508975164283706,0.18473033036913844,0.04855785168632735,0.10765453411839794,0.02439558045908136,0.059298626860009106,0.0,0.13943149584987402,0.0,0.06881386174514702,0.0,0.0,0.27633534832617745,0.6812826550360847,0.0,0.08883285402736377,0.0,0.4476712758078057,0.0,0.4447688358693647,0.0,0.6248722238690083,0.0,0.9849579912912001,0.0,0.0,0.32916968378879147,0.0,0.14586967497550665,0.0,0.993485795113981,0.0,0.4754999159628694,0.3129814350936966,0.0,0.0,0.0831521010482872,0.0,0.00015125917624439258,0.01891916025190991,0.0,0.00010362438243757492,0.0,0.0,0.03889447023298708
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8249640975534048,0.006009252627098243,0.6845224142038987,0.0,0.0,0.013938362380619834,0.043855761453838356,0.22867191452680466,0.1266554505025177,0.025525937608721898,0.003904598808219648,0.011723929008195631,0.0015567762399697855,0.005123968609547491,0.0,0.0169493146936932,0.0,0.006283930124820764,0.0,0.0,0.04681345190087369,0.21748856019740623,0.0,0.008951772210353592,0.0,0.1016121296859472,0.0,0.10050429506560637,0.0,0.1838609397521748,0.0,0.5793906169995581,0.0,0.0,0.06153330810386157,0.0,0.01808859391757831,0.7512424690630769,0.0,0.0,0.8631634633060398,0.698359492692161,0.0,0.0,0.008164488511815272,0.0,2.6858970437730962e-06,0.10126431477789617,0.0,1.702517268713072e-06,0.0,0.0,0.002895309824739211
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66511030944693,0.0023372575891572648,0.5141693492267986,0.0,0.0,0.005859396798252598,0.02077639486573865,0.13517584383117004,0.06848922463069386,0.01140272300980602,0.0014629957413915446,0.004847510694668476,0.0005411106564653614,0.0019652611083849137,0.0,0.007262819777953296,0.0,0.0024537898167628722,0.0,0.0,0.02234271704773082,0.12751701767391432,0.0,0.0036091784977789064,0.0,0.05333012484891713,0.0,0.05267237628043836,0.0,0.1049835134605077,0.0,0.41429490702692756,0.0,0.0,0.030322233429568444,0.0,0.007801294123868734,0.5828252689057399,0.0,0.0,0.7113967752631228,0.5280298261526986,0.0,0.0,0.003264112479530281,0.0,6.162095482600826e-07,0.05312349634413375,0.0,3.8086734586068765e-07,0.0,0.0,0.0010579837085433988
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036576385740752287,0.041040546669633415,0.12162266027807851,0.013938362380619834,0.005859396798252598,0.0,0.9145551228990637,0.3284554654957053,0.19532429661234263,0.19348677099284384,0.051668382757891464,0.11354261104573588,0.026133801638617754,0.0629650374449728,0.0,0.14658712918598682,0.0,0.07295104380363023,0.0,0.0,0.28772037123741934,0.0,0.5004661071835307,0.0561362719065028,0.0,0.1604824833887198,0.0,0.45922152866833293,0.0,0.2714970380835567,0.0,0.0,0.17125542610910566,0.8539347958824203,0.0,0.9959080037406607,0.0,0.0,0.09555510035783207,0.0,0.0047331011441077535,0.3199106047656267,0.0,0.0,0.9843592810460801,0.0,6.420991339344464e-05,0.01970226029775126,0.0,0.00011548538828366502,0.0,0.0,0.041479149740980055
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013781765913435388,0.1092174555520705,0.264857864710516,0.043855761453838356,0.02077639486573865,0.9145551228990637,0.0,0.5644051568517637,0.3834412635413671,0.38067335391397344,0.13220998812473603,0.2507581974634895,0.07481357301075746,0.15558637811475304,0.0,0.3069110167353452,0.0,0.17549159944223894,0.0,0.0,0.5127615946384663,0.0,0.7525917773072498,0.14157444791915344,0.0,0.3294267643535704,0.0,0.7115929740328323,0.0,0.4913401378439714,0.0,0.0,0.34648525114983636,0.990343399420454,0.0,0.0,0.9463495299815187,0.0,0.2183925932526392,0.0,0.017256785267495637,0.15456474045389282,0.0,0.0,0.8351621904939399,0.0,0.00037613545799839403,0.005512011237141494,0.0,0.0006387979165271464,0.0,0.0,0.1101884295453408
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10034876814345256,0.2098621402113346,0.6984876181910916,0.22867191452680466,0.13517584383116998,0.3284554654957053,0.5644051568517638,0.0,0.8344194152442288,0.44227960527854565,0.1647342226220536,0.30044001821821026,0.09604406074485272,0.19206787265947903,0.0,0.36253206110287134,0.0,0.2150997193224647,0.0,0.0,0.5802673492377991,0.9514188597216584,0.0,0.26061377873251107,0.0,0.7786809283401982,0.0,0.7758558084109736,0.0,0.9196695563384755,0.0,0.0,0.7973195665066768,0.0,0.6487638993098742,0.0,0.37444061038778076,0.0,0.6298789224921165,0.0,0.11822155591942822,0.06010291951175834,0.0,0.0,0.24806094998870937,0.0,0.0013568183166226629,0.0012152434266895654,0.0,0.0009771949665757166,0.0,0.0,0.1386706532108923
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.048592199200016506,0.38784436952015483,0.508975164283706,0.1266554505025177,0.0684892246306938,0.19532429661234255,0.3834412635413671,0.8344194152442288,0.0,0.2814329048309269,0.08617543367557087,0.17539631819204063,0.04621050116896756,0.10312406728436971,0.0,0.22023540844347694,0.0,0.1178221668348207,0.0,0.0,0.39748946777524585,0.8196692934545085,0.0,0.45829434264458707,0.0,0.9511262990781647,0.0,0.5898621980795313,0.0,0.0,0.9816517558055728,0.0,0.6137502515494309,0.0,0.4605269993939861,0.0,0.2291147556108115,0.0,0.44274360910596827,0.0,0.05866821659977405,0.027094920181504747,0.0,0.0,0.1394901892529323,0.0,0.005200521099119392,0.00036457083231745404,0.0,0.0002877557561430669,0.0,0.0,0.07054382682756212
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00734126266496928,0.0690249581755945,0.18473033036913844,0.02552593760872192,0.01140272300980602,0.19348677099284384,0.38067335391397344,0.44227960527854576,0.28143290483092703,0.0,0.813601940856454,0.9577149008872508,0.6622676939961578,0.8550262006217872,0.0,0.9860408809820022,0.0,0.8841555035133123,0.0,0.9729880343801861,0.0,0.0,0.6297167784819752,0.09186972081808555,0.0,0.23653907543760216,0.0,0.5866974250860324,0.0,0.3753403386859382,0.0,0.0,0.2505656403074204,0.0,0.4575353953539862,0.0,0.22706670814803875,0.0,0.14874627588948358,0.0,0.0093422425614827,0.004011041084530304,0.0,0.0,0.13804984973830658,0.0,0.00016128556584520085,2.3723083677172802e-05,0.0,0.04777555246387816,0.0,0.0,0.7655712988081984
